n_mfcc,round,center_0_x,center_0_y,center_1_x,center_1_y,true_positives,true_negatives,false_positives,false_negatives,accuracy,precision,recall,specificity,f1_score
17,8,-53.88624,10.187914,-106.172,7.9228077,479,554,262,4,0.7952270977675134,0.6464237516869096,0.9917184265010351,0.678921568627451,0.7826797385620915
17,9,-54.25107,10.160433,-105.86249,7.895567,478,505,311,4,0.7573189522342064,0.605830164765526,0.991701244813278,0.6188725490196079,0.7521636506687648
18,0,-53.143703,10.123089,-106.0612,7.8435187,475,538,277,8,0.7804314329738059,0.6316489361702128,0.9834368530020704,0.660122699386503,0.7692307692307693
18,1,-54.36252,10.209363,-106.5795,8.083531,472,522,293,11,0.765793528505393,0.6169934640522876,0.9772256728778468,0.6404907975460122,0.7564102564102565
18,2,-54.963036,10.162494,-107.390686,7.677558,475,503,313,8,0.7528868360277137,0.6027918781725888,0.9834368530020704,0.616421568627451,0.7474429583005507
18,3,-53.205116,10.212307,-106.28571,7.826831,473,541,275,9,0.7812018489984591,0.6323529411764706,0.9813278008298755,0.6629901960784313,0.7691056910569104
18,4,-55.3887,10.10779,-106.74453,7.9041004,473,531,285,9,0.773497688751926,0.6240105540897097,0.9813278008298755,0.6507352941176471,0.7629032258064516
18,5,-53.496902,10.212959,-106.49193,7.885795,480,543,273,3,0.7875288683602771,0.6374501992031872,0.9937888198757764,0.6654411764705882,0.7766990291262136
18,6,-53.46163,10.140282,-106.09024,7.908147,476,537,279,7,0.7798306389530408,0.6304635761589404,0.9855072463768116,0.6580882352941176,0.7689822294022618
18,7,-53.931095,10.043164,-106.27285,7.6897473,477,504,312,5,0.7557781201848999,0.6045627376425855,0.9896265560165975,0.6176470588235294,0.7505900865460267
18,8,-53.61622,10.319954,-106.137024,7.831855,476,514,302,7,0.7621247113163973,0.6118251928020566,0.9855072463768116,0.6299019607843137,0.7549563838223633
18,9,-54.877308,9.981863,-107.50878,7.7251115,478,500,315,5,0.7534668721109399,0.6027742749054225,0.989648033126294,0.6134969325153374,0.7492163009404388
19,0,-54.493546,10.117495,-107.088974,7.722912,475,520,296,8,0.7659738260200154,0.6160830090791181,0.9834368530020704,0.6372549019607843,0.7575757575757576
19,1,-54.696617,10.237499,-106.99136,7.9104595,476,523,292,7,0.7696456086286595,0.6197916666666666,0.9855072463768116,0.6417177914110429,0.7609912070343725
19,2,-54.413013,10.0749445,-106.51648,7.8929467,474,535,280,9,0.7773497688751926,0.6286472148541115,0.9813664596273292,0.656441717791411,0.7663702506063057
19,3,-54.58989,10.0626955,-107.35087,7.89406,474,539,277,9,0.7798306389530408,0.6311584553928096,0.9813664596273292,0.6605392156862745,0.7682333873581847
19,4,-54.081608,10.085574,-106.62399,7.8550615,472,500,315,11,0.74884437596302,0.5997458703939009,0.9772256728778468,0.6134969325153374,0.7433070866141732
19,5,-52.82876,10.198328,-106.51607,7.8037457,479,530,286,4,0.7767513471901463,0.6261437908496732,0.9917184265010351,0.6495098039215687,0.7676282051282051
19,6,-64.181145,9.18884,-73.647255,18.794102,466,603,213,17,0.8229407236335643,0.6863033873343152,0.9648033126293996,0.7389705882352942,0.802065404475043
19,7,-54.833515,9.987941,-108.04572,7.587181,473,519,297,10,0.7636643571978445,0.6142857142857143,0.979296066252588,0.6360294117647058,0.7549880287310455
19,8,-53.96697,10.14119,-105.49657,8.069927,473,530,286,10,0.7721324095458044,0.6231884057971014,0.979296066252588,0.6495098039215687,0.7616747181964573
19,9,-54.43213,10.1301,-107.410065,7.9675193,474,490,326,9,0.7421093148575828,0.5925,0.9813664596273292,0.6004901960784313,0.7388932190179267
20,0,-53.492626,10.231204,-105.92093,7.9871798,476,529,286,7,0.7742681047765794,0.6246719160104987,0.9855072463768116,0.649079754601227,0.7646586345381525
20,1,-54.863514,10.108929,-106.84205,7.8373322,472,533,283,11,0.7736720554272517,0.6251655629139072,0.9772256728778468,0.6531862745098039,0.7625201938610662
20,2,-53.27548,10.152015,-106.11337,7.980651,477,538,278,5,0.7819722650231125,0.6317880794701987,0.9896265560165975,0.6593137254901961,0.7712206952303962
20,3,-54.53769,10.142202,-106.53564,7.8234406,476,542,274,7,0.783679753656659,0.6346666666666667,0.9855072463768116,0.6642156862745098,0.7721005677210057
20,4,-53.86939,10.015376,-105.45227,8.286505,476,537,278,7,0.7804314329738059,0.6312997347480106,0.9855072463768116,0.6588957055214724,0.7696038803556993
20,5,-55.248333,10.091673,-107.64204,7.801692,474,505,310,9,0.7542372881355932,0.6045918367346939,0.9813664596273292,0.6196319018404908,0.7482241515390686
20,6,-54.17518,9.985842,-105.46062,8.028184,476,533,283,7,0.7767513471901463,0.6271409749670619,0.9855072463768116,0.6531862745098039,0.7665056360708534
20,7,-64.269394,9.162485,-74.4945,18.761501,473,597,218,10,0.8243451463790447,0.6845151953690304,0.979296066252588,0.7325153374233129,0.8057921635434411
20,8,-53.14103,10.221545,-105.87514,7.9880247,480,533,283,3,0.7798306389530408,0.6290956749672346,0.9937888198757764,0.6531862745098039,0.7704654895666131
20,9,-53.147335,10.128139,-105.83604,7.7720027,474,530,286,9,0.7729022324865281,0.6236842105263158,0.9813664596273292,0.6495098039215687,0.7626709573612229
21,0,-53.56207,10.1580515,-106.32649,7.8147144,471,524,292,11,0.7665639445300462,0.617300131061599,0.9771784232365145,0.6421568627450981,0.7566265060240964
21,1,-54.28482,10.198698,-106.93356,7.6856833,477,528,287,6,0.7742681047765794,0.6243455497382199,0.9875776397515528,0.6478527607361964,0.7650360866078587
21,2,-54.13097,10.186982,-106.04796,8.034151,474,516,299,9,0.7627118644067796,0.6131953428201811,0.9813664596273292,0.6331288343558282,0.7547770700636942
21,3,-53.292282,10.082172,-106.78387,7.522979,476,515,301,7,0.7628945342571208,0.6126126126126126,0.9855072463768116,0.6311274509803921,0.7555555555555556
21,4,-54.5721,10.051992,-107.05139,7.8655996,469,551,265,14,0.7852193995381063,0.6389645776566758,0.9710144927536232,0.6752450980392157,0.7707477403451108
21,5,-54.000183,10.062128,-106.73393,7.8432326,476,546,270,7,0.7867590454195535,0.6380697050938338,0.9855072463768116,0.6691176470588235,0.7746135069161921
21,6,-53.31272,10.32627,-106.079025,7.6512485,477,505,311,5,0.7565485362095532,0.6053299492385786,0.9896265560165975,0.6188725490196079,0.7511811023622047
21,7,-54.3807,10.011697,-106.80842,7.8447876,475,528,287,8,0.7727272727272727,0.6233595800524935,0.9834368530020704,0.6478527607361964,0.7630522088353414
21,8,-53.625954,9.936378,-106.37688,7.8611093,469,508,307,14,0.7526964560862865,0.604381443298969,0.9710144927536232,0.6233128834355828,0.7450357426528991
21,9,-54.53625,10.006451,-107.32475,7.743197,474,503,313,9,0.75211701308699,0.602287166454892,0.9813664596273292,0.616421568627451,0.7464566929133858
22,0,-54.863,10.119719,-106.45059,8.042586,477,512,304,6,0.7613548883756736,0.6107554417413572,0.9875776397515528,0.6274509803921569,0.754746835443038
22,1,-53.42965,10.039821,-106.174286,7.6845484,478,530,286,5,0.7759815242494227,0.6256544502617801,0.989648033126294,0.6495098039215687,0.7666399358460304
22,2,-54.45027,10.212394,-106.64172,7.8574867,477,530,286,5,0.775808936825886,0.6251638269986893,0.9896265560165975,0.6495098039215687,0.7662650602409639
22,3,-53.599804,10.092682,-105.236374,7.957964,471,532,283,11,0.7733230531996916,0.6246684350132626,0.9771784232365145,0.652760736196319,0.7621359223300971
22,4,-54.40593,9.979066,-106.86081,7.8664985,480,515,301,3,0.7659738260200154,0.614596670934699,0.9937888198757764,0.6311274509803921,0.7594936708860759
22,5,-53.426895,10.169463,-106.13448,7.776908,473,531,285,10,0.7729022324865281,0.6240105540897097,0.979296066252588,0.6507352941176471,0.7622884770346494
22,6,-54.148487,10.111685,-107.12018,7.698863,476,514,301,7,0.7627118644067796,0.6126126126126126,0.9855072463768116,0.6306748466257669,0.7555555555555556
22,7,-53.616302,10.12937,-106.60382,7.8334394,477,509,306,6,0.7596302003081664,0.6091954022988506,0.9875776397515528,0.6245398773006134,0.7535545023696683
22,8,-52.812984,10.2936125,-105.589676,8.021233,476,583,233,7,0.815242494226328,0.6713681241184767,0.9855072463768116,0.7144607843137255,0.7986577181208053
22,9,-53.37448,10.304299,-106.18408,7.8492646,471,520,296,12,0.7628945342571208,0.6140808344198174,0.9751552795031055,0.6372549019607843,0.7535999999999999
23,0,-53.727207,10.331306,-105.87191,7.861086,478,516,300,5,0.7652040030792918,0.6143958868894601,0.989648033126294,0.6323529411764706,0.7581284694686756
23,1,-54.275345,10.135091,-106.328705,7.86335,476,511,305,7,0.7598152424942263,0.6094750320102432,0.9855072463768116,0.6262254901960784,0.7531645569620252
23,2,-53.099243,10.150634,-105.8641,7.8994007,472,543,273,11,0.7813702848344881,0.6335570469798658,0.9772256728778468,0.6654411764705882,0.7687296416938112
23,3,-53.351658,10.158629,-105.36871,7.9989448,474,527,289,9,0.7705927636643572,0.6212319790301442,0.9813664596273292,0.6458333333333334,0.7608346709470304
23,4,-54.179737,10.227296,-106.01372,8.062172,471,532,284,12,0.7721324095458044,0.623841059602649,0.9751552795031055,0.6519607843137255,0.7609046849757672
23,5,-53.94853,10.162225,-106.084595,7.9012203,475,531,285,8,0.7744418783679754,0.625,0.9834368530020704,0.6507352941176471,0.7642799678197908
23,6,-53.420197,10.156727,-106.18201,7.9962597,472,532,284,11,0.7729022324865281,0.6243386243386243,0.9772256728778468,0.6519607843137255,0.7619047619047619
23,7,-53.39247,9.960248,-105.99725,7.7453356,481,524,292,2,0.7736720554272517,0.6222509702457956,0.9958592132505176,0.6421568627450981,0.7659235668789809
23,8,-53.2568,10.0890665,-105.827965,7.7315564,475,522,294,8,0.7675134719014627,0.6176853055916776,0.9834368530020704,0.6397058823529411,0.7587859424920127
23,9,-53.814323,10.242854,-105.97287,8.037091,474,535,281,9,0.7767513471901463,0.6278145695364239,0.9813664596273292,0.6556372549019608,0.7657512116316639
24,0,-53.912495,10.123698,-106.54294,7.853583,472,519,297,11,0.7628945342571208,0.6137841352405722,0.9772256728778468,0.6360294117647058,0.7539936102236422
24,1,-53.51345,10.124307,-105.70646,7.9386992,474,539,277,9,0.7798306389530408,0.6311584553928096,0.9813664596273292,0.6605392156862745,0.7682333873581847
24,2,-53.967667,10.126358,-106.54015,7.9276404,477,529,287,5,0.7750385208012327,0.6243455497382199,0.9896265560165975,0.6482843137254902,0.7656500802568219
24,3,-53.267532,10.124354,-106.22884,7.819852,478,539,277,5,0.7829099307159353,0.633112582781457,0.989648033126294,0.6605392156862745,0.7722132471728596
24,4,-53.438103,10.217128,-106.20004,7.737402,469,528,288,13,0.7681047765793528,0.619550858652576,0.9730290456431535,0.6470588235294118,0.7570621468926554
24,5,-54.878906,10.028557,-107.55023,7.6070237,478,527,289,5,0.7736720554272517,0.6232073011734028,0.989648033126294,0.6458333333333334,0.7647999999999999
24,6,-55.126766,9.91703,-106.53134,7.9123383,476,502,314,7,0.7528868360277137,0.6025316455696202,0.9855072463768116,0.6151960784313726,0.7478397486252946
24,7,-54.41172,10.338873,-107.67888,7.8355985,471,502,314,12,0.7490377213240954,0.6,0.9751552795031055,0.6151960784313726,0.7429022082018926
24,8,-54.242226,9.976145,-106.67686,8.059078,471,528,288,12,0.76905311778291,0.6205533596837944,0.9751552795031055,0.6470588235294118,0.7584541062801933
24,9,-54.77973,9.990254,-107.221664,7.755319,474,510,306,9,0.7575057736720554,0.6076923076923076,0.9813664596273292,0.625,0.7505938242280285
25,0,-52.931046,10.177745,-106.11525,7.8850517,474,544,272,9,0.783679753656659,0.6353887399463807,0.9813664596273292,0.6666666666666666,0.7713588283157038
25,1,-53.869392,10.145899,-105.978615,8.0623665,474,519,297,9,0.7644341801385681,0.6147859922178989,0.9813664596273292,0.6360294117647058,0.7559808612440192
25,2,-54.873352,10.099967,-107.3127,7.825094,475,515,301,8,0.7621247113163973,0.6121134020618557,0.9834368530020704,0.6311274509803921,0.7545671167593327
25,3,-53.869797,10.276372,-105.80152,8.0267315,479,536,280,4,0.7813702848344881,0.6310935441370223,0.9917184265010351,0.6568627450980392,0.7713365539452496
25,4,-53.44034,9.971762,-106.31291,7.757996,474,526,290,9,0.7698229407236336,0.6204188481675392,0.9813664596273292,0.6446078431372549,0.7602245388933441
25,5,-54.000694,10.082293,-105.68058,7.610566,475,526,289,8,0.7711864406779662,0.6217277486910995,0.9834368530020704,0.645398773006135,0.7618283881315157
25,6,-53.795204,9.966205,-106.443634,7.6686,476,523,293,7,0.76905311778291,0.6189856957087126,0.9855072463768116,0.6409313725490197,0.7603833865814698
25,7,-54.103737,10.158883,-106.31456,7.9722776,478,523,293,4,0.7711864406779662,0.6199740596627756,0.991701244813278,0.6409313725490197,0.7629688747007183
25,8,-53.810158,10.10835,-106.4723,8.0858965,475,524,292,8,0.76905311778291,0.6192959582790091,0.9834368530020704,0.6421568627450981,0.76
25,9,-53.230686,10.167024,-105.964615,7.825777,474,531,284,9,0.7742681047765794,0.6253298153034301,0.9813664596273292,0.6515337423312884,0.7639000805801773
26,0,-53.62256,10.248914,-106.63635,7.8494167,474,513,303,9,0.7598152424942263,0.61003861003861,0.9813664596273292,0.6286764705882353,0.7523809523809523
26,1,-54.262726,10.139679,-107.5359,7.8848495,475,517,299,8,0.7636643571978445,0.6136950904392765,0.9834368530020704,0.633578431372549,0.7557677008750995
26,2,-53.84208,10.131006,-106.23833,7.902948,477,529,286,6,0.7750385208012327,0.6251638269986893,0.9875776397515528,0.649079754601227,0.7656500802568218
26,3,-52.371574,10.248537,-106.01293,7.661822,470,539,277,13,0.7767513471901463,0.6291834002677377,0.9730848861283644,0.6605392156862745,0.7642276422764228
26,4,-64.027,9.122922,-73.65201,18.766472,472,604,211,11,0.8289676425269645,0.6910688140556369,0.9772256728778468,0.7411042944785277,0.8096054888507719
26,5,-53.860497,9.956,-105.306305,8.025248,476,516,300,7,0.7636643571978445,0.6134020618556701,0.9855072463768116,0.6323529411764706,0.7561556791104052
26,6,-55.17623,10.11035,-107.30625,7.8826976,477,518,298,6,0.7659738260200154,0.6154838709677419,0.9875776397515528,0.6348039215686274,0.7583465818759936
26,7,-53.04225,10.059642,-105.82126,7.9871674,473,552,264,9,0.7896764252696457,0.6417910447761194,0.9813278008298755,0.6764705882352942,0.7760459392945037
26,8,-54.6728,10.070776,-106.686134,7.7875166,468,510,306,14,0.7534668721109399,0.6046511627906976,0.970954356846473,0.625,0.7452229299363057
26,9,-53.52804,10.265064,-105.68072,7.967837,477,538,278,6,0.7813702848344881,0.6317880794701987,0.9875776397515528,0.6593137254901961,0.7705977382875605
27,0,-53.08936,10.13697,-106.824005,7.666205,471,520,296,12,0.7628945342571208,0.6140808344198174,0.9751552795031055,0.6372549019607843,0.7535999999999999
27,1,-53.46889,10.035002,-105.40175,8.102868,474,537,279,9,0.7782909930715936,0.6294820717131474,0.9813664596273292,0.6580882352941176,0.7669902912621359
27,2,-53.938774,10.250473,-106.281586,7.94402,472,533,283,11,0.7736720554272517,0.6251655629139072,0.9772256728778468,0.6531862745098039,0.7625201938610662
27,3,-55.070473,10.111693,-107.11972,7.9310274,477,519,296,5,0.7679259830377795,0.6170763260025873,0.9896265560165975,0.6368098159509202,0.7601593625498008
27,4,-53.391724,10.075753,-105.50062,8.118634,476,552,264,6,0.7919876733436055,0.6432432432432432,0.9875518672199171,0.6764705882352942,0.7790507364975449
27,5,-64.00687,9.190355,-74.67434,18.27152,477,613,203,6,0.8391070053887606,0.7014705882352941,0.9875776397515528,0.7512254901960784,0.820292347377472
27,6,-63.932583,9.262067,-74.94723,18.278008,467,592,224,15,0.8158705701078582,0.6758321273516642,0.9688796680497925,0.7254901960784313,0.7962489343563511
27,7,-53.434345,10.250535,-106.32686,7.797743,476,532,284,7,0.7759815242494227,0.6263157894736842,0.9855072463768116,0.6519607843137255,0.7658889782783588
27,8,-54.29032,10.102284,-107.172104,8.04761,475,513,303,8,0.76058506543495,0.6105398457583547,0.9834368530020704,0.6286764705882353,0.753370340999207
27,9,-54.221844,10.206127,-106.84801,7.883204,473,522,294,10,0.7659738260200154,0.6166883963494133,0.979296066252588,0.6397058823529411,0.7568000000000001
28,0,-53.589058,10.155512,-106.63712,8.021733,472,535,281,10,0.775808936825886,0.6268260292164675,0.979253112033195,0.6556372549019608,0.7643724696356275
28,1,-52.977894,10.288883,-104.87056,8.009751,478,563,253,5,0.8013856812933026,0.6538987688098495,0.989648033126294,0.6899509803921569,0.7874794069192752
28,2,-53.240364,10.336102,-105.35216,7.859598,479,548,268,3,0.7912172573189522,0.6412315930388219,0.9937759336099585,0.6715686274509803,0.7794955248169244
28,3,-54.344826,10.028903,-107.1696,7.907858,476,507,309,7,0.7567359507313318,0.6063694267515923,0.9855072463768116,0.6213235294117647,0.750788643533123
28,4,-55.05575,9.993298,-106.60292,7.980563,474,512,304,8,0.7596302003081664,0.609254498714653,0.983402489626556,0.6274509803921569,0.7523809523809525
28,5,-53.178066,10.158507,-105.00505,8.059104,472,549,267,11,0.7859892224788299,0.638700947225981,0.9772256728778468,0.6727941176470589,0.7725040916530278
28,6,-55.336243,10.132124,-107.18278,7.885021,473,523,292,9,0.7679259830377795,0.6183006535947713,0.9813278008298755,0.6417177914110429,0.7586206896551723
28,7,-53.98473,10.095901,-105.90938,7.8294573,475,546,270,7,0.7865947611710323,0.6375838926174496,0.9854771784232366,0.6691176470588235,0.7742461287693562
28,8,-54.558212,10.055128,-107.6319,7.7147994,474,502,314,9,0.7513471901462664,0.6015228426395939,0.9813664596273292,0.6151960784313726,0.7458693941778127
28,9,-53.66109,10.025328,-106.35889,7.799147,475,523,293,7,0.7688751926040062,0.6184895833333334,0.9854771784232366,0.6409313725490197,0.76
29,0,-54.490257,10.244709,-108.39693,7.6695533,477,524,292,6,0.7705927636643572,0.6202860858257477,0.9875776397515528,0.6421568627450981,0.7619808306709266
29,1,-53.447716,10.162309,-105.469025,8.036576,479,561,254,4,0.8012326656394453,0.6534788540245566,0.9917184265010351,0.6883435582822086,0.7878289473684211
29,2,-52.97426,10.235021,-106.56674,7.752872,473,539,277,9,0.7796610169491526,0.6306666666666667,0.9813278008298755,0.6605392156862745,0.7678571428571429
29,3,-64.151855,9.1592045,-75.8713,19.928162,471,600,215,12,0.825115562403698,0.6865889212827988,0.9751552795031055,0.7361963190184049,0.8058169375534645
29,4,-54.035263,10.168696,-106.96078,7.741129,475,523,293,8,0.7682832948421863,0.6184895833333334,0.9834368530020704,0.6409313725490197,0.7593924860111911
29,5,-53.01986,10.191152,-105.55628,8.025871,474,536,280,9,0.7775211701308699,0.6286472148541115,0.9813664596273292,0.6568627450980392,0.7663702506063057
29,6,-53.77006,10.181294,-105.49071,7.7908177,479,530,286,4,0.7767513471901463,0.6261437908496732,0.9917184265010351,0.6495098039215687,0.7676282051282051
29,7,-53.744797,10.204088,-106.13914,8.077563,469,524,292,13,0.7650231124807396,0.6162943495400789,0.9730290456431535,0.6421568627450981,0.754625905068383
29,8,-54.508137,10.00241,-107.477554,7.785889,477,522,294,5,0.7696456086286595,0.6186770428015564,0.9896265560165975,0.6397058823529411,0.7613727055067837
29,9,-53.825245,10.28525,-106.31956,7.8807697,480,552,264,3,0.7944572748267898,0.6451612903225806,0.9937888198757764,0.6764705882352942,0.78239608801956
30,0,-64.5498,9.102508,-74.368546,19.128155,476,586,230,7,0.8175519630484989,0.6742209631728046,0.9855072463768116,0.7181372549019608,0.80067283431455
30,1,-53.987045,10.1239805,-105.681915,7.983036,475,527,289,8,0.7713625866050808,0.6217277486910995,0.9834368530020704,0.6458333333333334,0.7618283881315157
30,2,-53.847385,10.214863,-106.4991,7.812223,476,523,292,7,0.7696456086286595,0.6197916666666666,0.9855072463768116,0.6417177914110429,0.7609912070343725
30,3,-53.92704,10.259004,-106.2263,7.8342814,474,521,295,9,0.7659738260200154,0.6163849154746424,0.9813664596273292,0.6384803921568627,0.7571884984025559
30,4,-53.166107,10.226463,-106.22458,7.8957715,472,542,274,10,0.7812018489984591,0.6327077747989276,0.979253112033195,0.6642156862745098,0.768729641693811
30,5,-54.846718,10.142091,-106.18204,7.9162483,474,526,290,8,0.7704160246533128,0.6204188481675392,0.983402489626556,0.6446078431372549,0.7608346709470304
30,6,-52.8619,10.00195,-105.91944,7.883254,478,540,276,4,0.7842835130970724,0.6339522546419099,0.991701244813278,0.6617647058823529,0.7734627831715211
30,7,-54.659916,10.044034,-107.31679,7.802063,472,506,310,10,0.7534668721109399,0.6035805626598465,0.979253112033195,0.6200980392156863,0.7468354430379748
30,8,-54.302742,10.049472,-106.84216,7.8434663,475,537,279,7,0.7796610169491526,0.629973474801061,0.9854771784232366,0.6580882352941176,0.7686084142394822
30,9,-53.541054,10.164733,-105.72246,7.741288,473,548,268,10,0.7859892224788299,0.6383265856950068,0.979296066252588,0.6715686274509803,0.772875816993464
31,0,-53.939903,9.996673,-106.085724,7.922286,478,530,286,5,0.7759815242494227,0.6256544502617801,0.989648033126294,0.6495098039215687,0.7666399358460304
31,1,-53.698643,10.202313,-106.64293,7.903511,474,520,296,8,0.765793528505393,0.6155844155844156,0.983402489626556,0.6372549019607843,0.7571884984025559
31,2,-54.571796,10.127056,-108.00726,7.6548004,476,537,279,7,0.7798306389530408,0.6304635761589404,0.9855072463768116,0.6580882352941176,0.7689822294022618
31,3,-54.536762,10.031752,-107.57916,7.8024325,478,505,311,5,0.7567359507313318,0.605830164765526,0.989648033126294,0.6188725490196079,0.7515723270440251
31,4,-53.418774,10.093301,-105.550125,8.035872,472,534,282,11,0.7744418783679754,0.6259946949602122,0.9772256728778468,0.6544117647058824,0.7631366208569119
31,5,-53.492584,10.074513,-106.48781,7.9631376,475,524,292,8,0.76905311778291,0.6192959582790091,0.9834368530020704,0.6421568627450981,0.76
31,6,-54.00284,10.204364,-106.066925,7.79375,478,563,253,5,0.8013856812933026,0.6538987688098495,0.989648033126294,0.6899509803921569,0.7874794069192752
31,7,-54.179573,10.040619,-106.17441,8.136032,474,531,285,9,0.7736720554272517,0.6245059288537549,0.9813664596273292,0.6507352941176471,0.7632850241545893
31,8,-53.68666,10.085839,-105.86052,7.92815,478,523,292,4,0.7717810331534309,0.6207792207792208,0.991701244813278,0.6417177914110429,0.7635782747603834
31,9,-53.043453,10.192537,-106.19205,7.774334,478,550,266,5,0.7913779830638953,0.6424731182795699,0.989648033126294,0.6740196078431373,0.7791361043194783
32,0,-54.690838,10.111709,-107.513016,7.7441483,469,530,286,14,0.76905311778291,0.6211920529801325,0.9710144927536232,0.6495098039215687,0.7576736672051697
32,1,-54.828323,10.150799,-107.114746,7.808124,476,515,301,7,0.7628945342571208,0.6126126126126126,0.9855072463768116,0.6311274509803921,0.7555555555555556
32,2,-53.798912,10.110198,-105.93465,7.8132057,473,509,307,10,0.7559661277906081,0.6064102564102564,0.979296066252588,0.6237745098039216,0.7490102929532858
32,3,-63.92646,9.16482,-73.98687,18.47345,472,616,200,10,0.8382126348228043,0.7023809523809523,0.979253112033195,0.7549019607843137,0.8180242634315424
32,4,-53.305378,10.237048,-106.38245,8.080974,479,524,292,3,0.7727272727272727,0.6212710765239948,0.9937759336099585,0.6421568627450981,0.7645650438946529
32,5,-54.66133,10.138045,-107.35658,7.8046346,477,523,293,6,0.7698229407236336,0.6194805194805195,0.9875776397515528,0.6409313725490197,0.7613727055067837
32,6,-55.11841,9.989349,-106.66648,7.8395505,474,510,305,9,0.7580893682588598,0.6084724005134788,0.9813664596273292,0.6257668711656442,0.7511885895404121
32,7,-64.060905,9.091926,-73.95564,18.632126,469,613,203,14,0.8329484218629715,0.6979166666666666,0.9710144927536232,0.7512254901960784,0.812121212121212
32,8,-54.102917,10.189322,-106.46444,7.688799,473,529,287,10,0.7713625866050808,0.6223684210526316,0.979296066252588,0.6482843137254902,0.7610619469026547
32,9,-53.652733,10.143604,-107.03868,7.715973,478,524,292,4,0.7719568567026194,0.6207792207792208,0.991701244813278,0.6421568627450981,0.7635782747603834
33,0,-54.89041,10.037381,-106.859985,7.762443,479,545,271,4,0.7882986913010007,0.6386666666666667,0.9917184265010351,0.6678921568627451,0.7769667477696675
33,1,-54.019295,10.098199,-106.77939,7.920068,476,540,276,7,0.7821401077752117,0.6329787234042553,0.9855072463768116,0.6617647058823529,0.7708502024291499
33,2,-54.664463,10.156187,-106.86248,7.604699,475,510,306,8,0.7582755966127791,0.6081946222791293,0.9834368530020704,0.625,0.7515822784810127
33,3,-54.21933,10.063733,-106.60441,7.807021,475,519,296,8,0.765793528505393,0.6160830090791181,0.9834368530020704,0.6368098159509202,0.7575757575757576
33,4,-53.473793,10.1709385,-105.91014,7.924523,470,509,307,13,0.7536566589684373,0.6048906048906049,0.9730848861283644,0.6237745098039216,0.746031746031746
33,5,-53.641792,10.000438,-105.987305,7.6991534,476,534,282,7,0.7775211701308699,0.6279683377308707,0.9855072463768116,0.6544117647058824,0.7671232876712328
33,6,-53.34812,10.136904,-105.5473,7.895279,476,520,296,7,0.766743648960739,0.616580310880829,0.9855072463768116,0.6372549019607843,0.758565737051793
33,7,-54.195675,10.232418,-107.250626,7.68414,471,507,309,12,0.7528868360277137,0.6038461538461538,0.9751552795031055,0.6213235294117647,0.7458432304038004
33,8,-54.246044,10.187962,-106.91113,7.7720885,473,522,294,10,0.7659738260200154,0.6166883963494133,0.979296066252588,0.6397058823529411,0.7568000000000001
33,9,-53.759007,10.190469,-105.808464,7.9607024,479,529,287,4,0.7759815242494227,0.6253263707571801,0.9917184265010351,0.6482843137254902,0.7670136108887109
34,0,-53.571693,10.177415,-106.20161,7.8024154,471,513,303,12,0.7575057736720554,0.6085271317829457,0.9751552795031055,0.6286764705882353,0.7494033412887828
34,1,-53.559505,10.077113,-106.32262,7.854389,474,504,312,8,0.7534668721109399,0.6030534351145038,0.983402489626556,0.6176470588235294,0.7476340694006309
34,2,-54.45535,10.078016,-106.72533,7.5978584,471,508,308,12,0.7536566589684373,0.6046213093709885,0.9751552795031055,0.6225490196078431,0.7464342313787639
34,3,-54.020527,10.271994,-105.94074,8.066941,474,549,266,9,0.788135593220339,0.6405405405405405,0.9813664596273292,0.6736196319018405,0.7751430907604252
34,4,-53.373234,10.229126,-105.95456,7.854083,469,543,273,14,0.7790608160123171,0.6320754716981132,0.9710144927536232,0.6654411764705882,0.7657142857142857
34,5,-52.63281,10.22475,-106.03518,7.8967605,474,565,251,8,0.800462249614792,0.6537931034482759,0.983402489626556,0.6924019607843137,0.7854183927091964
34,6,-53.743473,10.189408,-106.62905,7.6658134,475,520,296,8,0.7659738260200154,0.6160830090791181,0.9834368530020704,0.6372549019607843,0.7575757575757576
34,7,-54.616394,9.918858,-106.31331,7.779745,477,521,294,6,0.7688751926040062,0.6186770428015564,0.9875776397515528,0.6392638036809816,0.7607655502392344
34,8,-53.892014,10.029121,-106.59311,7.918171,479,489,327,4,0.7451886066204773,0.5942928039702233,0.9917184265010351,0.5992647058823529,0.743211792086889
34,9,-54.11266,10.179709,-106.00867,8.023685,471,519,297,12,0.7621247113163973,0.61328125,0.9751552795031055,0.6360294117647058,0.7529976019184652
35,0,-53.85009,9.984848,-106.7253,7.6282024,478,510,305,5,0.7611710323574731,0.6104725415070242,0.989648033126294,0.6257668711656442,0.7551342812006319
35,1,-53.12417,10.143752,-106.184135,7.588066,473,536,280,10,0.7767513471901463,0.6281540504648074,0.979296066252588,0.6568627450980392,0.7653721682847897
35,2,-53.821404,10.067804,-106.12323,7.758447,474,526,290,9,0.7698229407236336,0.6204188481675392,0.9813664596273292,0.6446078431372549,0.7602245388933441
35,3,-54.364235,10.154433,-107.15306,7.7705607,479,533,283,4,0.7790608160123171,0.6286089238845144,0.9917184265010351,0.6531862745098039,0.7694779116465863
35,4,-54.1557,10.026058,-105.6835,7.971057,476,519,297,7,0.7659738260200154,0.6157826649417852,0.9855072463768116,0.6360294117647058,0.7579617834394904
