n_mfcc,round,true_positives,true_negatives,false_positives,false_negatives,accuracy,precision,recall,specificity,f1_score
25,9,8,295,521,475,0.23325635103926096,0.015122873345935728,0.016563146997929608,0.36151960784313725,0.0158102766798419
26,1,8,293,523,475,0.2317167051578137,0.015065913370998116,0.016563146997929608,0.3590686274509804,0.01577909270216963
26,2,476,523,293,7,0.76905311778291,0.6189856957087126,0.9855072463768116,0.6409313725490197,0.7603833865814698
26,3,11,271,545,472,0.21709006928406466,0.019784172661870502,0.022774327122153208,0.3321078431372549,0.02117420596727623
26,4,476,544,272,7,0.7852193995381063,0.6363636363636364,0.9855072463768116,0.6666666666666666,0.7733549959382615
26,5,472,508,307,10,0.7555898226676947,0.6059050064184852,0.979253112033195,0.6233128834355828,0.7486122125297383
26,6,13,206,610,469,0.1687211093990755,0.02086677367576244,0.026970954356846474,0.25245098039215685,0.023529411764705885
26,7,1,290,526,482,0.22401847575057737,0.0018975332068311196,0.002070393374741201,0.3553921568627451,0.0019801980198019802
26,8,8,289,527,475,0.22863741339491916,0.014953271028037384,0.016563146997929608,0.3541666666666667,0.015717092337917488
26,9,477,518,298,6,0.7659738260200154,0.6154838709677419,0.9875776397515528,0.6348039215686274,0.7583465818759936
27,1,475,548,268,8,0.7875288683602771,0.639300134589502,0.9834368530020704,0.6715686274509803,0.7748776508972267
27,2,476,524,292,7,0.7698229407236336,0.6197916666666666,0.9855072463768116,0.6421568627450981,0.7609912070343725
27,3,10,296,520,472,0.2357473035439137,0.018867924528301886,0.02074688796680498,0.3627450980392157,0.019762845849802372
27,4,9,296,520,474,0.23479599692070824,0.017013232514177693,0.018633540372670808,0.3627450980392157,0.017786561264822132
27,5,6,287,529,477,0.22555812163202463,0.011214953271028037,0.012422360248447204,0.35171568627450983,0.011787819253438114
27,6,475,544,272,7,0.7850539291217258,0.6358768406961178,0.9854771784232366,0.6666666666666666,0.7729861676159481
27,7,10,277,539,473,0.22093918398768284,0.018214936247723135,0.020703933747412008,0.3394607843137255,0.01937984496124031
27,8,479,556,260,4,0.7967667436489607,0.6481732070365359,0.9917184265010351,0.6813725490196079,0.7839607201309329
