n_mfcc,round,true_positives,true_negatives,false_positives,false_negatives,accuracy,precision,recall,specificity,f1_score
20,6,434,747,69,48,0.9098613251155624,0.8628230616302187,0.9004149377593361,0.9154411764705882,0.8812182741116751
20,7,443,768,48,39,0.9329738058551618,0.9022403258655805,0.9190871369294605,0.9411764705882353,0.9105858170606371
20,8,450,760,56,32,0.9322033898305084,0.8893280632411067,0.9336099585062241,0.9313725490196079,0.9109311740890689
20,9,383,723,93,99,0.8520801232665639,0.8046218487394958,0.7946058091286307,0.8860294117647058,0.7995824634655532
21,0,443,765,51,39,0.9306625577812019,0.8967611336032388,0.9190871369294605,0.9375,0.9077868852459017
21,1,445,764,52,37,0.9314329738058552,0.8953722334004024,0.9232365145228216,0.9362745098039216,0.9090909090909092
21,2,458,746,70,24,0.9275808936825886,0.8674242424242424,0.950207468879668,0.9142156862745098,0.9069306930693068
21,3,457,762,54,25,0.9391371340523883,0.8943248532289628,0.9481327800829875,0.9338235294117647,0.9204431017119838
21,4,461,762,54,21,0.9422187981510015,0.8951456310679612,0.9564315352697096,0.9338235294117647,0.9247743229689067
21,5,454,775,41,28,0.9468412942989214,0.9171717171717172,0.941908713692946,0.9497549019607843,0.9293756397134085
21,6,351,693,123,131,0.8043143297380585,0.740506329113924,0.7282157676348547,0.8492647058823529,0.7343096234309623
21,7,451,758,58,31,0.9314329738058552,0.8860510805500982,0.9356846473029046,0.928921568627451,0.9101917255297679
21,8,447,772,44,35,0.9391371340523883,0.9103869653767821,0.9273858921161826,0.946078431372549,0.9188078108941418
21,9,392,711,105,90,0.849768875192604,0.7887323943661971,0.8132780082987552,0.8713235294117647,0.8008171603677221
22,0,414,754,62,68,0.8998459167950693,0.8697478991596639,0.8589211618257261,0.9240196078431373,0.8643006263048016
22,1,456,777,39,26,0.9499229583975347,0.9212121212121213,0.946058091286307,0.9522058823529411,0.9334698055271239
22,2,326,684,132,156,0.7781201848998459,0.7117903930131004,0.6763485477178424,0.8382352941176471,0.6936170212765957
22,3,457,743,73,25,0.9244992295839753,0.8622641509433963,0.9481327800829875,0.9105392156862745,0.9031620553359684
22,4,447,757,59,35,0.9275808936825886,0.883399209486166,0.9273858921161826,0.9276960784313726,0.9048582995951417
22,5,282,671,145,200,0.734206471494607,0.6604215456674473,0.5850622406639004,0.8223039215686274,0.6204620462046204
22,6,449,759,57,33,0.9306625577812019,0.8873517786561265,0.9315352697095436,0.9301470588235294,0.9089068825910931
22,7,442,752,64,40,0.9198767334360555,0.8735177865612648,0.91701244813278,0.9215686274509803,0.8947368421052632
22,8,310,709,107,172,0.7850539291217258,0.7434052757793765,0.6431535269709544,0.8688725490196079,0.6896551724137931
22,9,453,763,53,29,0.9368258859784283,0.8952569169960475,0.9398340248962656,0.9350490196078431,0.9170040485829959
23,0,450,767,49,32,0.9375963020030816,0.9018036072144289,0.9336099585062241,0.9399509803921569,0.9174311926605505
23,1,462,760,56,20,0.9414483821263482,0.8918918918918919,0.9585062240663901,0.9313725490196079,0.924
23,2,452,746,70,30,0.9229583975346687,0.8659003831417624,0.9377593360995851,0.9142156862745098,0.900398406374502
23,3,438,735,81,44,0.9036979969183359,0.8439306358381503,0.9087136929460581,0.9007352941176471,0.8751248751248751
23,4,453,767,49,29,0.9399075500770416,0.9023904382470119,0.9398340248962656,0.9399509803921569,0.9207317073170732
23,5,448,755,61,34,0.9268104776579353,0.8801571709233792,0.9294605809128631,0.9252450980392157,0.9041372351160444
23,6,319,715,101,163,0.7966101694915254,0.7595238095238095,0.6618257261410788,0.8762254901960784,0.7073170731707318
23,7,405,743,73,77,0.884437596302003,0.8472803347280334,0.8402489626556017,0.9105392156862745,0.84375
23,8,379,709,107,103,0.8382126348228043,0.779835390946502,0.7863070539419087,0.8688725490196079,0.7830578512396693
23,9,456,763,53,26,0.9391371340523883,0.8958742632612967,0.946058091286307,0.9350490196078431,0.9202825428859738
24,0,453,767,49,29,0.9399075500770416,0.9023904382470119,0.9398340248962656,0.9399509803921569,0.9207317073170732
24,1,416,719,97,66,0.8744221879815101,0.8109161793372319,0.8630705394190872,0.8811274509803921,0.8361809045226131
24,2,448,748,68,34,0.9214175654853621,0.8682170542635659,0.9294605809128631,0.9166666666666666,0.8977955911823647
24,3,457,765,51,25,0.9414483821263482,0.8996062992125984,0.9481327800829875,0.9375,0.9232323232323232
24,4,454,751,65,28,0.9283513097072419,0.8747591522157996,0.941908713692946,0.9203431372549019,0.9070929070929071
24,5,443,752,64,39,0.9206471494607088,0.873767258382643,0.9190871369294605,0.9215686274509803,0.8958543983822042
24,6,458,765,51,24,0.9422187981510015,0.899803536345776,0.950207468879668,0.9375,0.9243188698284561
24,7,456,741,75,26,0.9221879815100154,0.8587570621468926,0.946058091286307,0.9080882352941176,0.9002961500493584
24,8,461,767,49,21,0.9460708782742681,0.903921568627451,0.9564315352697096,0.9399509803921569,0.9294354838709677
24,9,304,683,133,178,0.7604006163328197,0.6956521739130435,0.6307053941908713,0.8370098039215687,0.6615886833514689
25,0,448,767,49,34,0.9360554699537751,0.9014084507042254,0.9294605809128631,0.9399509803921569,0.9152196118488254
25,1,449,768,48,33,0.9375963020030816,0.903420523138833,0.9315352697095436,0.9411764705882353,0.9172625127681308
25,2,450,758,58,32,0.9306625577812019,0.8858267716535433,0.9336099585062241,0.928921568627451,0.9090909090909091
25,3,447,752,64,35,0.923728813559322,0.8747553816046967,0.9273858921161826,0.9215686274509803,0.9003021148036254
25,4,389,736,80,93,0.8667180277349769,0.8294243070362474,0.8070539419087137,0.9019607843137255,0.8180862250262882
25,5,446,743,73,36,0.9160246533127889,0.859344894026975,0.9253112033195021,0.9105392156862745,0.8911088911088911
